employee_id,project_id,role_on_project,level_at_time,pm_review,peer_collaboration_avg,delivery_score,was_successful,true_effectiveness
E10770,P1182,Software Engineer,L6,4.5,5.0,3.4,1,4.468
E10694,P1187,SRE,L4,2.6,2.8,1.7,0,2.509
E10277,P1219,SRE,L6,4.3,3.5,4.2,1,3.464
E10086,P1126,Software Engineer,L4,2.5,2.6,2.5,0,2.882
E10129,P1085,Tech Lead,L5,2.7,2.8,3.8,0,2.837
E10456,P1123,SRE,L5,2.8,3.2,3.4,0,3.317
E10562,P1110,Tech Lead,L4,4.4,3.4,3.9,1,4.03
E10521,P1103,Software Engineer,L5,4.1,3.7,2.8,0,3.889
E10368,P1174,SRE,L5,2.9,2.8,3.3,0,2.845
E10493,P1198,SRE,L7,3.8,4.2,3.4,1,4.4
E10420,P1057,SRE,L3,4.5,3.4,3.4,1,3.078
E10523,P1069,Tech Lead,L6,2.5,2.9,3.7,0,3.124
E10306,P1175,Tech Lead,L7,4.2,5.0,4.7,1,4.441
E10218,P1034,Software Engineer,L5,3.5,3.5,3.5,0,3.703
E10223,P1114,Software Engineer,L5,3.5,2.2,3.1,0,2.91
E10130,P1193,Software Engineer,L6,4.2,4.7,4.3,1,4.296
E10311,P1032,Software Engineer,L7,3.9,4.3,3.7,1,3.31
E10601,P1156,Software Engineer,L5,3.7,3.8,3.3,0,3.753
E10275,P1187,Software Engineer,L5,3.7,3.6,3.4,0,3.931
E10438,P1032,SRE,L6,4.1,4.0,4.0,1,4.051
E10713,P1204,Tech Lead,L5,4.6,3.8,4.6,1,4.478
E10226,P1059,SRE,L4,5.0,3.8,3.6,1,3.924
E10674,P1059,Software Engineer,L5,3.8,4.2,3.8,1,4.191
E10195,P1009,Software Engineer,L8,4.3,3.8,2.9,1,4.103
E10260,P1139,Software Engineer,L8,3.6,3.1,2.9,0,3.348
E10160,P1059,SRE,L4,4.3,4.2,3.3,1,3.787
E10452,P1071,Tech Lead,L4,2.9,2.8,3.6,0,3.65
E10372,P1056,SRE,L6,3.9,3.9,5.0,1,4.675
E10310,P1029,SRE,L7,4.7,3.6,3.7,1,4.099
E10475,P1091,Software Engineer,L5,4.3,3.7,4.6,1,4.515
E10129,P1118,SRE,L5,3.0,2.4,2.3,0,3.128
E10295,P1109,Software Engineer,L5,3.5,3.7,4.1,1,2.678
E10033,P1162,Software Engineer,L5,1.4,1.6,2.0,0,2.331
E10413,P1173,SRE,L7,4.7,4.2,4.3,1,4.612
E10767,P1211,Tech Lead,L5,3.3,3.0,3.8,0,3.72
E10580,P1111,Tech Lead,L4,2.3,2.5,1.8,0,2.446
E10386,P1057,SRE,L8,4.0,3.1,3.2,0,3.629
E10551,P1149,Software Engineer,L7,4.1,3.8,4.1,1,4.147
E10155,P1219,SRE,L4,3.6,3.2,3.3,0,3.562
E10182,P1173,Software Engineer,L6,1.9,2.7,2.1,0,2.347
E10270,P1142,Software Engineer,L5,2.4,3.5,3.0,0,3.181
E10015,P1131,Tech Lead,L4,4.4,3.8,3.6,1,3.553
E10294,P1052,SRE,L8,3.3,4.0,3.7,1,3.609
E10754,P1211,SRE,L5,5.0,3.5,4.3,1,4.11
E10320,P1016,SRE,L6,4.6,4.5,3.9,1,4.479
E10306,P1186,Tech Lead,L7,4.0,3.8,4.4,1,4.185
E10705,P1198,Software Engineer,L8,3.2,3.8,2.8,0,3.703
E10625,P1123,Software Engineer,L3,2.2,3.3,3.0,0,2.965
E10754,P1106,Tech Lead,L5,3.4,3.4,4.4,1,3.858
E10230,P1208,Software Engineer,L3,3.2,2.5,4.1,0,2.867
E10185,P1176,Software Engineer,L4,3.4,2.8,3.3,0,2.523
E10025,P1128,Software Engineer,L6,3.1,2.8,2.5,0,2.597
E10711,P1113,Tech Lead,L4,1.5,1.9,2.1,0,2.552
E10316,P1070,SRE,L7,4.7,3.7,4.4,1,4.426
E10495,P1010,Tech Lead,L4,3.1,3.8,3.1,0,3.811
E10756,P1100,Tech Lead,L7,4.2,2.8,4.2,1,3.077
E10462,P1064,SRE,L5,4.7,3.7,3.5,1,4.371
E10448,P1115,Tech Lead,L6,4.7,4.3,5.0,1,4.597
E10200,P1109,SRE,L7,3.7,4.5,3.2,1,4.159
E10701,P1031,Software Engineer,L4,3.3,3.4,3.5,0,3.104
E10529,P1186,Software Engineer,L8,3.3,3.7,2.5,0,3.845
E10501,P1163,Software Engineer,L4,3.0,3.2,3.2,0,2.74
E10107,P1055,Tech Lead,L7,4.0,4.0,4.3,1,4.043
E10705,P1191,SRE,L8,4.1,3.9,3.4,1,3.675
E10717,P1002,Software Engineer,L6,4.0,4.6,2.7,1,4.176
E10309,P1095,SRE,L7,3.4,3.3,3.4,0,3.903
E10032,P1200,SRE,L7,3.8,3.5,3.2,0,2.996
E10065,P1105,Software Engineer,L5,3.6,3.3,3.3,0,3.29
E10757,P1164,SRE,L6,4.9,5.0,5.0,1,4.311
E10788,P1200,Software Engineer,L5,3.7,3.4,2.8,0,3.613
E10177,P1039,SRE,L6,3.3,3.7,3.2,0,3.034
E10609,P1223,Tech Lead,L7,4.3,4.3,3.1,1,3.469
E10743,P1223,Software Engineer,L5,2.0,2.3,2.4,0,2.477
E10065,P1099,SRE,L5,3.6,4.5,4.9,1,4.301
E10508,P1033,Tech Lead,L6,2.3,2.7,3.8,0,3.182
E10538,P1141,SRE,L7,4.6,5.0,5.0,1,4.473
E10183,P1181,SRE,L3,2.8,2.3,2.7,0,2.491
E10453,P1130,Tech Lead,L4,2.7,2.9,2.4,0,2.792
E10466,P1208,SRE,L5,2.4,1.4,3.5,0,3.006
E10085,P1180,Software Engineer,L5,2.9,4.4,4.1,1,3.986
E10016,P1088,Software Engineer,L7,4.1,4.1,4.9,1,4.13
E10608,P1176,SRE,L4,3.9,3.4,2.0,0,3.03
E10518,P1179,Tech Lead,L4,3.8,2.9,3.6,0,3.519
E10698,P1067,SRE,L5,3.8,3.0,3.1,0,3.736
E10724,P1085,SRE,L5,3.9,3.6,3.7,1,4.092
E10499,P1056,Software Engineer,L6,2.9,2.8,2.6,0,3.127
E10064,P1155,SRE,L5,4.1,3.5,2.2,0,3.387
E10147,P1113,Tech Lead,L6,2.7,3.1,3.0,0,3.345
E10062,P1192,Software Engineer,L8,4.3,3.9,4.0,1,3.741
E10320,P1134,Tech Lead,L6,3.1,2.8,1.8,0,3.053
E10111,P1149,Tech Lead,L6,3.2,3.2,2.7,0,2.493
E10513,P1102,SRE,L7,4.9,4.1,5.0,1,4.296
E10797,P1152,SRE,L4,3.2,2.8,1.9,0,2.702
E10246,P1125,Software Engineer,L4,4.1,3.4,2.5,0,3.119
E10739,P1052,Software Engineer,L4,3.8,3.2,2.8,0,3.291
E10589,P1000,Tech Lead,L5,4.1,3.4,3.5,1,4.257
E10763,P1046,Software Engineer,L4,4.8,4.3,4.2,1,4.28
E10600,P1196,SRE,L8,3.9,3.5,4.2,1,3.905
E10107,P1058,SRE,L7,4.5,4.5,4.8,1,4.525
E10705,P1069,SRE,L8,4.2,4.4,2.7,1,3.954
E10719,P1204,Software Engineer,L7,4.7,4.0,4.4,1,4.546
E10362,P1174,Tech Lead,L6,2.6,2.5,3.0,0,3.28
E10079,P1011,SRE,L6,4.9,5.0,3.4,1,4.793
E10391,P1190,Software Engineer,L5,1.5,2.9,2.0,0,2.694
E10756,P1220,Tech Lead,L7,4.4,3.5,3.9,1,4.292
E10353,P1092,Software Engineer,L4,4.0,2.5,2.9,0,2.687
E10391,P1196,Tech Lead,L5,2.8,1.3,3.0,0,2.829
E10105,P1075,SRE,L6,4.7,4.8,4.5,1,4.252
E10152,P1173,Software Engineer,L5,2.9,3.4,3.0,0,2.904
E10130,P1130,Tech Lead,L6,2.5,2.1,2.7,0,2.562
E10073,P1181,SRE,L4,3.0,4.0,3.1,0,3.338
E10332,P1033,Tech Lead,L5,5.0,4.6,3.4,1,4.295
E10175,P1142,Tech Lead,L4,3.8,3.8,3.5,1,3.62
E10066,P1182,Software Engineer,L4,3.0,4.3,3.4,0,3.371
E10473,P1073,Software Engineer,L5,3.7,4.8,3.5,1,4.014
E10477,P1017,Software Engineer,L6,3.2,2.9,2.5,0,3.063
E10180,P1209,Software Engineer,L6,3.4,3.4,3.9,0,4.116
E10611,P1191,SRE,L5,4.5,3.6,3.7,1,4.005
E10643,P1138,SRE,L5,3.0,2.5,4.2,0,3.079
E10460,P1103,Software Engineer,L4,3.7,4.6,4.7,1,4.146
E10175,P1127,Software Engineer,L4,2.9,3.4,3.2,0,3.503
E10111,P1054,Tech Lead,L6,5.0,4.2,4.4,1,4.226
E10163,P1003,Tech Lead,L7,5.0,4.5,5.0,1,4.817
E10409,P1142,Tech Lead,L7,4.0,4.7,4.6,1,4.612
E10782,P1098,Software Engineer,L5,5.0,3.9,3.2,1,3.905
E10677,P1218,Software Engineer,L4,4.1,3.3,2.3,0,3.151
E10739,P1030,Tech Lead,L4,2.6,1.7,1.1,0,2.191
E10516,P1034,SRE,L3,3.9,4.2,2.5,0,3.529
E10482,P1199,Tech Lead,L5,3.7,3.7,3.1,0,3.819
E10420,P1008,Tech Lead,L3,3.0,3.2,3.8,0,2.989
E10407,P1052,Tech Lead,L3,3.1,2.9,3.8,0,2.898
E10768,P1089,SRE,L5,4.4,4.0,4.5,1,4.233
E10490,P1174,SRE,L4,3.8,3.5,3.2,0,3.84
E10323,P1024,SRE,L5,4.9,3.5,5.0,1,4.445
E10303,P1206,Software Engineer,L5,3.6,3.6,4.1,1,4.031
E10158,P1195,Tech Lead,L4,2.0,1.9,2.5,0,2.473
E10370,P1109,Software Engineer,L6,3.2,2.6,3.3,0,3.078
E10419,P1124,SRE,L7,4.3,4.8,3.8,1,4.529
E10248,P1167,Tech Lead,L6,4.0,4.0,3.0,1,3.748
E10259,P1217,Tech Lead,L6,4.4,5.0,4.8,1,4.383
E10000,P1078,Tech Lead,L5,4.0,4.6,3.6,1,4.359
E10070,P1149,Tech Lead,L6,2.1,1.9,3.3,0,2.631
E10649,P1198,SRE,L6,3.9,2.9,3.7,0,2.827
E10711,P1022,SRE,L4,4.6,4.4,3.9,1,3.828
E10158,P1097,Software Engineer,L4,2.1,2.4,3.0,0,2.623
E10283,P1117,SRE,L4,3.7,3.4,3.8,1,3.854
E10712,P1112,SRE,L4,2.2,3.1,3.0,0,2.965
E10129,P1113,Tech Lead,L5,3.0,3.9,4.0,1,3.386
E10658,P1173,SRE,L3,2.4,2.4,3.0,0,2.668
E10324,P1108,Software Engineer,L5,3.1,2.9,2.7,0,3.282
E10409,P1008,SRE,L7,3.5,2.7,3.6,0,2.904
E10752,P1075,Tech Lead,L4,2.1,2.6,3.2,0,2.953
E10097,P1013,Tech Lead,L5,3.6,3.4,4.3,1,4.25
E10214,P1206,Tech Lead,L5,4.3,3.8,3.2,1,3.783
E10214,P1209,Tech Lead,L5,3.4,4.4,3.9,1,3.889
E10507,P1064,Tech Lead,L5,3.3,4.0,3.7,1,3.572
